Date,Price,Open,High,Low,Vol.,Change %
06/06/2024,33.685,33.225,34.15,32.96,0.43K,0.99%
05/06/2024,33.355,33.75,34.38,33.175,1.08K,-1.30%
04/06/2024,33.795,36.075,36.48,33.69,0.93K,-6.16%
03/06/2024,36.015,36.23,38.5,35.695,0.43K,5.24%
31/05/2024,34.223,35.28,35.7,34.13,0.37K,-2.75%
30/05/2024,35.192,33.875,34.545,33.6,0.06K,3.87%
29/05/2024,33.88,34.135,34.3,33.4,0.17K,1.03%
28/05/2024,33.535,34.41,34.8,33.38,0.16K,-1.70%
24/05/2024,34.115,35.6,35.6,33.5,0.76K,-3.16%
23/05/2024,35.23,34.62,36.165,33.855,1.23K,2.44%
22/05/2024,34.39,32.88,34.75,32.83,1.01K,4.20%
21/05/2024,33.005,31.625,33.205,31.33,0.79K,3.89%
20/05/2024,31.77,31.32,32.17,31.245,0.84K,3.25%
17/05/2024,30.769,30.88,31.02,30.25,0.81K,1.72%
16/05/2024,30.25,29.51,30.75,29.51,1.15K,1.73%
15/05/2024,29.735,29.585,30.55,29.5,1.35K,0.22%
14/05/2024,29.67,29.765,30.2,29.33,1.49K,0.30%
13/05/2024,29.58,29.595,29.875,29.165,1.21K,-1.50%
10/05/2024,30.03,30.74,31.565,29.655,1.25K,-2.71%
09/05/2024,30.865,30.835,31.5,30.44,1.09K,0.83%
08/05/2024,30.61,30.585,31.05,30.045,1.37K,-1.46%
07/05/2024,31.065,31.6,32.145,30.565,1.81K,-2.31%
06/05/2024,31.8,30.72,32.175,30.72,1.10K,4.16%
03/05/2024,30.53,30.71,31.78,30.045,1.09K,-1.25%
02/05/2024,30.915,28.525,31.175,28.525,1.62K,7.61%
01/05/2024,28.73,28.7,29.055,28.475,0.79K,-1.34%
30/04/2024,29.12,28.45,29.505,28.45,0.43K,4.02%
29/04/2024,27.994,27.994,27.994,27.994,0.00K,-3.08%
26/04/2024,28.885,29.865,30.265,29.265,0.07K,-2.97%
25/04/2024,29.77,29.645,30.65,29.36,0.09K,2.58%
24/04/2024,29.02,29.12,29.33,28.2,0.23K,2.13%
23/04/2024,28.415,28.965,29.905,28.4,0.17K,-3.05%
22/04/2024,29.31,29.85,30.425,29.075,0.38K,-4.71%
19/04/2024,30.758,33.615,33.715,30.575,0.64K,-4.80%
18/04/2024,32.31,30.98,32.615,30.39,0.70K,3.26%
17/04/2024,31.29,33.7,33.7,31.2,0.54K,-5.58%
16/04/2024,33.14,32.02,33.71,31.845,0.72K,6.41%
15/04/2024,31.145,31.23,31.56,29.85,0.53K,1.34%
12/04/2024,30.732,29.565,30.98,28.95,1.28K,4.62%
11/04/2024,29.375,27.75,29.685,27.645,1.13K,8.39%
10/04/2024,27.1,27.53,27.87,26.825,1.46K,-0.91%
09/04/2024,27.35,27.955,28.57,27.18,0.67K,-2.01%
08/04/2024,27.91,26.495,28.205,26.46,0.90K,4.91%
05/04/2024,26.605,26.56,27.025,26.07,0.46K,1.53%
04/04/2024,26.205,25.685,26.555,25.52,1.35K,2.50%
03/04/2024,25.565,25.7,25.955,25.185,1.77K,-2.44%
02/04/2024,26.205,27.35,27.5,26.045,0.71K,-4.15%
01/04/2024,27.34,27.34,27.34,27.34,,0.00%
28/03/2024,27.34,27.55,28.125,27.195,0.34K,-1.25%
27/03/2024,27.687,27.35,27.35,27.15,0.03K,2.05%
26/03/2024,27.13,27.61,28.105,27.15,0.56K,-4.77%
25/03/2024,28.49,28.825,29.07,28.07,0.13K,2.57%
22/03/2024,27.776,26.525,27.875,26.525,0.40K,5.21%
21/03/2024,26.4,27.045,27.39,26.35,0.29K,-4.83%
20/03/2024,27.74,28.385,28.745,27.415,0.62K,-3.90%
19/03/2024,28.865,28.9,29.675,27.8,0.37K,0.16%
18/03/2024,28.82,28.025,29.15,28.025,0.76K,6.64%
15/03/2024,27.026,26.255,27.295,26,1.15K,3.75%
14/03/2024,26.05,24.675,26.6,24.675,0.51K,4.60%
13/03/2024,24.905,25.1,25.425,24.555,0.24K,0.52%
12/03/2024,24.775,25.01,25.01,24.355,0.30K,-0.62%
11/03/2024,24.93,25.97,26.465,24.76,0.45K,-5.53%
08/03/2024,26.39,26.335,26.79,25.975,0.36K,1.54%
07/03/2024,25.99,26.015,26.925,25.76,0.18K,-2.18%
06/03/2024,26.57,27.065,28.56,26.15,0.29K,-3.28%
05/03/2024,27.47,26.66,28.685,26.66,0.47K,2.18%
04/03/2024,26.885,25.2,27.28,24.87,0.38K,4.17%
01/03/2024,25.809,25.275,25.9,25.125,0.58K,3.80%
29/02/2024,24.865,25.55,25.55,24.795,0.17K,-2.94%
28/02/2024,25.619,25.625,25.65,25.32,0.01K,5.04%
27/02/2024,24.39,23.25,24.75,23.25,0.11K,1.58%
26/02/2024,24.01,23.2,24.2,23.075,0.12K,4.69%
23/02/2024,22.934,22.77,23.45,22.65,0.12K,-1.13%
22/02/2024,23.195,23.975,23.975,22.75,0.35K,-3.25%
21/02/2024,23.975,24.1,24.25,23.655,0.48K,-0.81%
20/02/2024,24.17,24.355,24.69,23.425,0.58K,-2.62%
16/02/2024,24.82,25.2,25.2,24.415,0.45K,-0.58%
15/02/2024,24.965,24.85,25.7,24.805,0.43K,0.44%
14/02/2024,24.855,25.105,25.415,24.555,0.82K,-2.28%
13/02/2024,25.435,26.15,26.495,25.25,0.81K,-1.15%
12/02/2024,25.73,26.18,26.325,25.63,0.52K,-5.11%
09/02/2024,27.115,27.255,27.45,26.65,0.27K,-2.50%
08/02/2024,27.81,28.15,28.505,27.665,0.59K,-1.33%
07/02/2024,28.185,28.225,28.845,28.005,0.28K,-1.47%
06/02/2024,28.605,28.42,29.2,27.8,0.33K,0.94%
05/02/2024,28.34,29.85,29.85,28.08,0.48K,-3.29%
02/02/2024,29.305,28.63,29.54,28.63,1.46K,1.09%
01/02/2024,28.99,30.14,30.715,28.8,1.04K,-4.12%
31/01/2024,30.235,29.49,31.05,29.18,0.20K,2.87%
30/01/2024,29.391,28.05,28.55,28.05,0.09K,4.32%
29/01/2024,28.175,28.54,28.95,28.155,0.21K,0.34%
26/01/2024,28.079,27.14,27.975,26.84,0.06K,1.06%
